0x636d65212C815b93B8E5b069f7082169cec851b7,0.041873563141054881
0x8C9c8a244c71A23b45ebbDD9d881afe993d5b13d,0.002868337535289105
0x540A6950376edC97D449EcCfd1987C100843Be72,0.017537523881928426
0xEf736f0036647A1B6828c92A9fEe27a6DDC2B250,0.019170203340299091
0x3e465ABFa9b2A7E18a610F489fb3510765461d13,0.015090934000432283
0x327b0c1Ecd110651dC9994b6764b695c9cdC29bA,0.054415162579966055
0x568b9bFfF4a3a7C7351db84EC2F4Ad4CA147A1D0,0.001477793785451398
0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,0.069659369160120737
0xEdd000B7Db3cb8931d4E0cb1D0DBe6B947Ceb09A,0.015349943906988945
0x589f8916036D9CCFB9D04B2C6819e982899ef84B,0.003439352354721614
